"","caseno","popbasesec","country","region","la_group","residence_type","add1yr","ageh","agehrp","aggdtwpew11g","ahchuk11","carer","carsnoc","cenheat","clients01","clients02","clients03","clients04","clients05","clients06","clients07","clients08","clients09","clients10","clients11","clients12","clients13","clients14","clients15","clients16","clients17","clients18","clients19","clients20","clients21","cobg","cobhukrcg","concealed","depedhuk11","depemhuk11","dephdhuk11","dephshuk11","deprived","disability","dpcfamuk11","ecopuk11","empstat","estnaturei","ethhuk11","ethnicityew","everwork","fmspuk11","health","hhldlang11","hlqupuk11","hours","housecarer","identityg","illhuk11g","indgpuk11","intention","iscog","landlordew","langprf","larpuk11","lastyrwrkg","mainglangg","marstat","meighuk11","mighuk11","mltrlg","movefromg","moveregion","natidbpuk11","natidepuk11","natidipuk11","natidnipuk11","natidopuk11","natidspuk11","natidwpuk11","nssec","nsshuk11","occg","passports","penexactpuk11","penhuk11","penpuk11","position","pproomhuk11","psptelog","relato","religionew","rtntypeg","scaddtyp","scghuk11","scgpuk11c","selfcon","sex","single","sizhuk11","sscaddcpew11","stapuk11","student","supervisor","tenduk11","tenure","transport","transport_2001","typaccom","unemphist","visitorsg","wg1famuk11","wkpladdewni","wlshread","wlshspeak","wlshstnd","wlshwrit","wpzhome","wrkplaceew","yradindstud","yrarr_yearg"
"1083981",368951,1,1,2,187,2,1,8,5,9,4,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2,0,0,0,0,1,3,2,2,1,NA,11,11,NA,6,2,1,15,4,0,4,0,14,NA,22,3,NA,4,1,1,1,2,0,2,1,NA,3,4,7,4,1,4,4,3.1,3.1,22,7,0,NA,0,NA,1,4,NA,2,1,NA,1,1,1,2,1,2,1,NA,2,2,5,4,4,4,4,NA,0,1,3,NA,NA,NA,NA,2,1,0,8
"2579870",392605,1,1,2,189,2,1,9,6,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,2,1,NA,1,1,NA,2,2,1,10,3,0,NA,0,3,NA,72,1,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,11.1,11.1,52,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,1,1,1,NA,2,2,4,4,7,7,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1245357",2306536,1,1,2,184,2,1,6,4,3,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,9,NA,34,NA,NA,1,1,1,2,2,0,3,1,NA,3,1,7,4,3,4,4,4.1,3.2,32,1,0,NA,0,NA,1,NA,1,1,1,NA,1,1,1,2,2,2,1,NA,2,2,1,2,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1973427",2314633,1,1,2,184,2,3,7,4,5,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,2,0,0,0,0,1,3,2,2,1,NA,13,7,NA,3,1,1,15,4,0,NA,0,14,NA,22,3,NA,1,1,1,2,4,1,2,8,3,2,2,7,4,3,4,4,3.1,3.1,22,1,0,NA,0,NA,2,NA,1,2,2,7,1,1,1,2,2,3,2,NA,2,2,5,4,7,7,4,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1869759",344667,1,1,2,185,2,1,7,12,8,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,6,2,NA,1,1,NA,5,1,1,14,4,2,NA,0,15,NA,25,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,4.4,3.3,21,1,0,9,0,NA,1,NA,4,2,1,NA,NA,1,1,1,2,3,1,NA,2,2,0,1,7,1,1,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
"2186416",381003,1,1,2,188,2,1,5,8,2,10,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,0,1,1,0,3,3,1,1,1,NA,1,1,NA,5,1,1,14,1,2,NA,2,15,NA,51,NA,NA,4,1,1,1,2,0,2,1,NA,2,3,7,4,3,4,3,13.1,14.2,62,1,0,NA,0,NA,1,NA,4,2,1,NA,2,2,1,2,2,4,1,NA,2,2,1,2,10,10,2,NA,0,0,1,NA,NA,NA,NA,4,4,0,NA
"594053",392707,1,1,2,189,2,1,8,5,8,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,11,4,0,NA,0,5,NA,54,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,4.1,33,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,2,2,1,NA,2,1,1,2,7,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1086144",2318431,1,1,2,190,2,1,6,3,1,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,10,NA,52,NA,NA,4,1,1,1,1,0,1,1,NA,3,4,7,4,3,1,4,12.1,12.1,71,1,0,NA,0,NA,1,NA,NA,2,2,NA,4,4,1,2,1,1,1,NA,2,2,1,2,10,10,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"916508",2289733,1,1,2,183,2,1,12,9,1,6,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,3,1,1,NA,1,1,NA,3,1,1,11,2,0,NA,0,4,NA,31,NA,NA,1,1,1,2,2,0,6,1,NA,3,1,7,4,3,4,4,4.1,4.1,31,8,0,NA,0,NA,1,NA,NA,9,1,NA,2,2,1,1,2,3,1,NA,2,2,1,2,10,10,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2688999",2272485,1,1,2,182,2,1,6,3,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,6,6,NA,3,1,1,12,3,0,NA,0,11,NA,24,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,4.1,7.4,35,1,0,NA,0,NA,1,NA,1,6,2,NA,3,3,1,2,2,3,1,NA,2,2,1,2,4,4,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"753873",2293470,1,1,2,184,2,1,12,9,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,1,1,NA,1,1,NA,2,1,1,10,2,0,NA,0,12,NA,91,NA,NA,8,1,1,6,1,0,1,1,NA,3,1,7,4,3,4,4,13.4,13.4,92,1,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,2,1,1,1,NA,2,2,0,1,7,7,3,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"1081143",2305450,1,1,2,184,2,1,6,3,2,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,1,0,2,3,NA,2,1,NA,1,3,NA,2,3,2,12,3,0,2,1,4,NA,52,3,1,4,1,9,1,5,2,5,1,NA,3,4,7,4,1,4,4,10,4.1,71,7,0,NA,0,NA,2,1,13,1,1,NA,1,1,1,2,2,6,1,NA,2,1,5,4,4,4,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,10
"1722264",2287237,1,1,2,183,2,1,13,10,3,7,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,3,1,15,3,0,NA,0,2,NA,21,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,3.1,7.1,21,1,0,NA,0,NA,1,NA,1,2,1,NA,2,2,1,1,2,2,1,NA,2,2,0,1,7,7,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2180947",378587,1,1,2,188,2,1,9,7,2,9,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,7,5,2,NA,1,1,NA,3,2,1,12,1,2,NA,2,15,NA,32,NA,NA,1,1,1,2,2,0,5,1,NA,3,1,7,4,3,4,4,4.3,4.3,32,1,0,NA,0,NA,2,NA,1,1,1,NA,2,2,1,2,2,5,1,NA,2,2,0,1,7,7,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1248826",388619,1,1,2,189,2,1,9,6,7,8,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,6,2,1,NA,1,1,NA,3,1,1,11,3,0,NA,0,2,NA,13,NA,NA,3,1,1,1,2,0,7,1,NA,3,1,7,4,3,4,4,2,2,11,1,0,NA,0,NA,2,NA,NA,1,1,NA,2,2,1,1,2,5,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1249432",2318027,1,1,2,190,2,1,7,5,4,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,10,NA,24,NA,NA,4,1,1,1,2,2,3,1,NA,3,4,7,1,3,4,4,4.1,7.1,35,1,0,NA,0,NA,2,NA,13,1,1,NA,2,2,1,1,2,3,1,NA,2,2,1,2,7,7,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1245828",2314486,1,1,2,184,2,2,5,2,9,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,5,2,NA,13,13,NA,2,2,1,15,2,0,NA,0,13,NA,34,3,NA,4,1,1,1,1,1,1,1,3,1,4,7,4,3,4,4,9.1,9.1,34,1,0,NA,0,NA,1,NA,NA,6,1,NA,2,2,1,1,1,1,1,NA,2,2,5,4,7,7,4,NA,0,NA,3,NA,NA,NA,NA,2,1,0,NA
"1249934",2326684,1,1,2,190,2,1,8,4,4,8,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,6,1,1,NA,1,1,NA,3,2,1,15,2,0,NA,0,13,NA,23,1,NA,1,1,1,2,2,0,5,1,NA,3,1,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,2,NA,1,1,2,NA,1,1,1,1,2,5,1,NA,2,2,4,4,7,7,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1924427",370020,1,1,2,187,2,1,14,11,8,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,5,2,NA,1,1,NA,3,2,1,11,1,0,NA,0,10,NA,34,NA,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,9.1,7.1,35,8,1,6,1,NA,1,NA,1,2,1,NA,NA,NA,1,1,2,2,1,NA,2,2,0,1,1,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1400343",2330020,1,1,2,191,2,1,10,8,1,9,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,1,1,NA,1,1,NA,3,1,1,11,2,0,NA,0,14,NA,33,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,5,9.1,12,1,0,NA,0,NA,2,NA,1,2,1,NA,3,3,1,2,2,4,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"919812",362914,1,1,2,187,2,1,9,6,3,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,2,1,NA,1,1,NA,3,2,1,11,3,1,NA,0,2,NA,72,NA,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,10,10,81,1,0,NA,0,NA,2,NA,NA,2,1,NA,3,3,1,1,2,4,1,NA,2,1,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"756702",374586,1,1,2,188,2,1,10,7,3,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,3,1,1,11,3,0,NA,0,5,NA,24,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,3.2,3.2,24,1,0,NA,0,NA,2,NA,NA,2,1,2,2,2,1,1,2,3,6,NA,2,1,0,1,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1837037",367865,1,1,2,187,2,1,11,8,5,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,4,NA,72,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,11.1,11.1,52,1,0,NA,0,NA,1,NA,NA,2,2,NA,3,3,1,1,2,3,1,NA,2,2,1,2,7,7,3,NA,3,2,1,NA,NA,NA,NA,4,4,0,NA
"1246823",354217,1,1,2,186,2,1,12,9,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,2,1,NA,1,1,NA,2,2,1,12,3,0,NA,0,12,NA,33,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,1,1,1,NA,2,2,0,1,7,7,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2699937",2279905,1,1,2,182,2,1,8,5,8,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,1,4,3,NA,1,1,NA,3,1,1,14,4,0,NA,1,4,NA,52,NA,NA,3,1,1,1,2,0,5,1,NA,2,2,7,4,3,4,4,8.1,7.1,12,1,0,NA,0,NA,1,NA,3,1,1,NA,2,2,1,1,2,3,1,NA,2,1,1,2,1,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1831647",2322010,1,1,2,190,2,1,4,8,9,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,8,1,NA,1,1,NA,4,1,1,12,1,0,NA,0,7,NA,44,NA,NA,4,1,1,1,2,0,6,1,NA,2,2,7,4,3,4,4,15,13.3,92,1,0,NA,0,NA,2,NA,4,9,2,NA,3,3,1,1,2,4,1,1,1,2,1,2,10,10,2,NA,0,2,3,NA,NA,NA,NA,2,1,0,NA
"1525745",352248,1,1,2,186,2,1,6,3,5,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,13,3,0,NA,0,11,NA,83,NA,NA,3,1,1,1,2,0,5,1,NA,3,1,7,4,3,4,4,13.3,13.3,82,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,2,2,1,NA,2,2,1,2,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2197133",2272063,1,1,2,182,2,1,9,6,5,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,2,1,15,4,0,NA,0,13,NA,23,NA,NA,1,1,1,2,4,0,2,1,NA,2,2,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,1,2,4,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"431142",2325875,1,1,2,190,2,1,13,9,2,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,1,1,NA,1,1,NA,3,2,1,16,1,0,NA,0,4,NA,43,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,7.1,5,41,1,0,NA,0,NA,1,NA,1,2,1,NA,2,2,1,1,2,2,1,NA,2,1,0,1,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"916776",2286929,1,1,2,183,2,1,8,5,4,8,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,6,4,3,NA,7,7,NA,3,2,1,15,4,0,NA,0,10,NA,26,NA,NA,1,1,1,2,4,0,2,1,NA,1,4,7,4,3,4,4,3.3,3.3,24,1,0,NA,0,NA,2,NA,NA,6,1,NA,1,1,1,1,2,6,1,NA,2,2,1,2,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2743698",2313630,1,1,2,184,2,2,5,2,2,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,8,1,NA,1,1,NA,2,1,1,14,1,0,NA,0,13,NA,24,3,NA,4,1,1,1,5,2,8,1,3,3,1,7,4,3,4,4,15,15,35,1,0,NA,0,NA,2,NA,NA,2,2,3,2,2,1,1,2,7,2,5,1,2,5,4,4,4,3,NA,0,NA,1,NA,NA,NA,NA,3,3,1,NA
"426409",2304630,1,1,2,184,2,1,4,8,1,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,8,1,NA,1,1,NA,4,1,1,12,4,0,NA,0,2,NA,72,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,13.4,81,1,0,NA,0,NA,2,NA,4,2,1,NA,4,4,1,2,2,4,1,1,1,1,1,2,8,8,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"431040",2321705,1,1,2,190,2,1,9,6,8,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,14,3,0,NA,0,4,NA,21,NA,NA,1,1,1,2,2,0,3,1,NA,3,1,7,4,3,4,4,7.4,7.4,52,1,0,NA,0,NA,2,NA,NA,1,1,NA,3,3,1,1,2,3,1,NA,2,1,1,2,7,1,2,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
"1957188",375288,1,1,2,188,2,1,6,9,4,9,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,2,0,1,1,0,3,3,1,2,1,NA,12,12,NA,5,1,1,15,3,0,NA,1,14,NA,34,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,3.1,32,1,0,9,0,NA,2,NA,4,2,2,NA,1,1,1,2,2,7,1,NA,2,2,1,2,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1246654",351266,1,1,2,186,2,1,6,3,6,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,1,1,NA,7,7,NA,2,2,1,12,2,0,NA,0,14,NA,42,2,NA,7,1,1,5,1,0,1,1,NA,1,4,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,6,1,NA,2,2,1,2,1,1,1,NA,2,2,3,4,4,4,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1085677",2323997,1,1,2,190,2,1,8,6,6,7,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,1,1,NA,1,1,NA,2,2,1,15,1,1,NA,0,12,NA,33,NA,NA,6,1,1,4,2,0,3,1,NA,1,4,7,4,3,4,4,4.1,3.3,35,1,0,NA,0,NA,1,NA,13,1,1,NA,2,2,1,1,2,2,1,NA,2,1,1,2,3,3,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"1082716",347425,1,1,2,185,2,1,7,4,7,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,2,1,14,3,0,NA,0,7,NA,25,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,3.2,3.2,21,1,0,NA,0,NA,2,NA,NA,2,1,NA,1,1,1,1,2,4,1,NA,2,1,1,2,7,7,1,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2732981",2329289,1,1,2,191,2,1,9,7,1,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,2,2,NA,2,1,NA,1,1,NA,2,2,1,15,3,0,NA,1,14,NA,26,NA,NA,4,1,1,1,2,0,9,1,NA,1,4,7,4,3,4,4,4.1,9.1,24,1,0,NA,0,NA,1,NA,12,8,1,NA,3,3,1,1,2,2,1,NA,2,2,1,2,7,7,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2727369",351160,1,1,2,186,2,1,7,4,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,3,1,12,3,0,NA,0,2,NA,73,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,11.1,11.1,54,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,1,1,1,1,1,NA,2,2,1,2,10,10,2,NA,1,NA,1,NA,NA,NA,NA,3,3,0,NA
"754404",2296379,1,1,2,184,2,3,6,3,3,7,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,2,NA,24,NA,NA,4,1,1,1,2,2,3,4,3,2,2,7,4,3,4,4,3.2,3.2,35,1,0,NA,0,NA,1,NA,NA,1,1,NA,1,1,1,2,2,2,1,NA,2,1,1,2,7,7,4,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"429874",384631,1,1,2,188,2,1,6,6,1,9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,2,1,NA,1,1,NA,2,2,1,14,3,0,NA,0,14,NA,23,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,6,4.1,23,1,0,NA,0,NA,2,NA,13,2,2,NA,2,2,1,2,2,4,1,NA,2,1,1,2,10,10,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"267055",2323146,1,1,2,190,2,4,11,8,11,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,2,6,2,NA,9,9,NA,3,2,3,15,4,0,NA,0,10,NA,21,NA,2,1,1,9,2,2,2,3,19,1,1,4,7,4,3,4,4,3.3,3.3,21,1,0,NA,0,NA,1,NA,NA,1,1,2,1,1,1,1,2,3,6,NA,2,2,1,2,4,4,1,NA,0,2,5,NA,NA,NA,NA,5,6,0,6
"1918865",2311441,1,1,2,184,2,1,5,10,9,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,2,1,8,1,NA,1,1,NA,8,4,1,10,1,1,NA,2,15,NA,34,1,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,11.2,32,8,0,NA,0,NA,1,NA,4,2,1,7,4,4,1,1,2,2,2,1,1,2,4,4,5,5,4,NA,0,0,3,NA,NA,NA,NA,2,1,0,NA
"1085783",2315785,1,1,2,190,2,1,5,3,2,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,4,NA,52,6,NA,4,1,1,1,2,2,5,1,NA,3,1,7,4,3,4,4,10,3.2,71,1,0,NA,0,NA,1,NA,13,2,1,NA,1,1,1,2,2,3,1,NA,2,1,2,3,4,4,3,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"2011738",384539,1,1,2,188,2,1,10,7,8,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,5,2,NA,1,1,NA,3,2,1,12,2,0,NA,0,3,NA,71,1,NA,3,1,1,1,2,0,3,1,NA,3,1,7,4,3,4,4,9.1,9.1,53,1,0,NA,0,NA,2,NA,NA,1,1,NA,3,3,1,1,2,3,1,NA,2,2,4,4,1,1,1,NA,0,1,2,NA,NA,NA,NA,1,2,0,NA
