"","caseno","popbasesec","country","region","la_group","residence_type","add1yr","ageh","agehrp","aggdtwpew11g","ahchuk11","carer","carsnoc","cenheat","clients01","clients02","clients03","clients04","clients05","clients06","clients07","clients08","clients09","clients10","clients11","clients12","clients13","clients14","clients15","clients16","clients17","clients18","clients19","clients20","clients21","cobg","cobhukrcg","concealed","depedhuk11","depemhuk11","dephdhuk11","dephshuk11","deprived","disability","dpcfamuk11","ecopuk11","empstat","estnaturei","ethhuk11","ethnicityew","everwork","fmspuk11","health","hhldlang11","hlqupuk11","hours","housecarer","identityg","illhuk11g","indgpuk11","intention","iscog","landlordew","langprf","larpuk11","lastyrwrkg","mainglangg","marstat","meighuk11","mighuk11","mltrlg","movefromg","moveregion","natidbpuk11","natidepuk11","natidipuk11","natidnipuk11","natidopuk11","natidspuk11","natidwpuk11","nssec","nsshuk11","occg","passports","penexactpuk11","penhuk11","penpuk11","position","pproomhuk11","psptelog","relato","religionew","rtntypeg","scaddtyp","scghuk11","scgpuk11c","selfcon","sex","single","sizhuk11","sscaddcpew11","stapuk11","student","supervisor","tenduk11","tenure","transport","transport_2001","typaccom","unemphist","visitorsg","wg1famuk11","wkpladdewni","wlshread","wlshspeak","wlshstnd","wlshwrit","wpzhome","wrkplaceew","yradindstud","yrarr_yearg"
"2771122",388663,1,1,2,189,2,2,5,2,1,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,1,1,11,3,0,NA,0,4,NA,93,NA,NA,4,1,1,1,2,2,5,2,3,3,1,7,4,3,4,4,13.4,13.4,92,8,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,1,2,2,1,NA,2,2,1,2,7,7,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"429122",371988,1,1,2,188,2,1,4,10,4,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,8,1,NA,1,1,NA,4,1,1,11,1,0,NA,0,15,NA,91,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,9.1,92,8,0,NA,0,NA,2,NA,4,2,1,NA,3,3,1,1,2,4,1,1,1,2,1,2,4,4,2,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1081860",2302016,1,1,2,184,2,1,9,6,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,12,12,NA,2,2,1,14,3,0,NA,0,8,NA,33,NA,NA,4,1,1,1,1,0,1,1,NA,1,4,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,2,1,1,1,NA,2,1,0,1,4,4,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"99280",2301363,1,1,2,184,2,1,6,3,2,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0,0,1,0,2,3,NA,2,1,NA,1,1,NA,2,2,1,15,3,0,NA,1,7,NA,72,3,NA,4,1,1,1,2,0,5,1,NA,1,4,7,4,3,4,4,12.4,12.4,81,1,0,NA,0,NA,2,NA,NA,1,2,7,3,3,1,1,2,4,2,NA,2,2,5,4,7,7,3,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2645481",390876,1,1,2,189,2,1,13,10,1,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,1,1,NA,1,1,NA,3,2,1,16,1,0,NA,0,14,NA,51,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,7.2,5,62,1,1,NA,0,NA,1,NA,1,2,1,NA,2,2,1,2,2,2,1,NA,2,2,0,1,8,8,2,NA,0,2,1,NA,NA,NA,NA,2,3,0,NA
"1356419",2315378,3,1,2,184,2,4,6,4,1,7,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,3,NA,NA,2,1,15,3,0,1,0,8,2,25,3,1,NA,1,8,1,2,2,5,19,1,3,4,7,4,1,4,4,3.2,3.2,21,7,0,NA,0,NA,1,1,13,2,NA,NA,1,NA,1,1,2,2,1,NA,2,2,5,4,10,10,2,NA,0,NA,1,NA,NA,NA,NA,3,3,0,11
"1580441",366457,1,1,2,187,2,1,6,3,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,12,NA,54,NA,NA,3,1,1,1,2,2,2,1,NA,2,2,7,4,3,4,4,7.2,7.2,33,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2317660",2277886,1,1,2,182,2,1,8,5,1,6,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,1,1,NA,1,1,NA,6,2,1,11,2,0,NA,0,12,NA,96,NA,NA,8,1,1,6,2,0,2,1,NA,3,1,7,4,3,4,4,13.1,13.1,92,1,0,NA,0,NA,1,NA,NA,2,2,NA,4,4,1,2,1,3,1,NA,2,2,0,1,10,10,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"595365",2334368,1,1,2,191,2,1,12,9,1,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,0,0,2,3,1,2,1,NA,1,1,NA,3,2,1,10,3,0,NA,0,5,NA,83,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,13.3,13.3,82,1,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,1,2,3,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1869700",2298843,1,1,2,184,2,1,11,8,1,10,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,0,1,3,3,3,1,1,NA,1,1,NA,6,2,1,12,2,0,NA,0,15,NA,91,NA,NA,7,1,1,5,3,0,5,1,NA,3,1,7,4,3,4,4,13.4,13.4,92,1,0,NA,0,NA,2,NA,NA,1,1,NA,4,4,1,2,2,4,1,NA,2,2,1,2,10,10,3,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"102695",385659,1,1,2,189,2,1,6,9,3,10,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,5,1,1,15,3,0,NA,0,9,NA,24,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,3.1,7.1,24,1,0,NA,0,NA,1,NA,4,2,1,NA,2,2,1,1,2,3,1,NA,2,1,0,1,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1085843",2318484,1,1,2,190,2,1,8,5,4,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,1,1,NA,3,1,1,14,3,0,NA,0,4,NA,43,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,2,2,NA,2,2,1,2,2,3,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1080513",2284601,1,1,2,183,2,1,11,8,2,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,15,NA,26,3,NA,3,1,1,1,2,0,3,1,NA,1,4,7,4,3,4,4,4.1,4.1,34,1,0,NA,0,NA,1,NA,NA,1,1,NA,2,2,1,1,2,2,1,NA,2,2,5,4,8,8,1,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2432408",366704,1,1,2,187,2,1,11,8,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,5,2,NA,1,1,NA,2,2,1,10,2,0,NA,0,15,NA,93,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,9.1,9.1,92,8,0,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,1,1,1,1,NA,2,2,0,1,10,10,4,NA,0,NA,1,NA,NA,NA,NA,2,3,0,NA
"2787550",2333750,1,1,2,191,2,1,11,8,5,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,2,1,NA,1,1,NA,2,3,1,15,3,0,NA,0,15,NA,24,NA,NA,7,1,1,5,1,0,1,1,NA,3,1,7,4,3,4,4,4.1,4.1,35,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,1,1,1,1,NA,2,1,1,2,7,7,1,NA,1,NA,1,NA,NA,NA,NA,4,4,0,NA
"1602176",2307973,1,1,2,184,2,1,7,4,3,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,10,NA,12,NA,NA,1,1,1,2,2,0,2,1,NA,1,4,7,4,3,4,4,2,2,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,2,2,2,1,NA,2,1,1,2,4,4,3,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"2246408",2296386,1,1,2,184,2,1,6,3,1,7,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,2,1,NA,1,1,NA,2,1,1,15,3,0,NA,0,8,NA,42,3,NA,4,1,1,1,2,0,6,1,NA,3,1,7,4,3,4,4,7.1,4.1,41,1,0,NA,0,NA,2,NA,13,9,2,NA,2,2,1,2,2,2,1,NA,2,2,5,4,10,10,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"1245272",2305001,1,1,2,184,2,1,5,5,3,9,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,2,3,4,1,1,NA,1,1,NA,8,2,1,11,1,0,NA,0,6,NA,51,2,NA,4,1,1,1,2,0,2,1,NA,2,2,7,4,3,4,4,13.1,12.2,92,1,0,NA,0,NA,2,NA,4,2,1,NA,4,4,1,1,2,4,1,NA,2,2,3,4,4,4,2,NA,0,0,1,NA,NA,NA,NA,4,4,0,NA
"1249613",2321188,1,1,2,190,2,1,9,6,1,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,1,2,3,NA,2,1,NA,1,1,NA,2,2,1,12,3,0,NA,0,5,NA,83,NA,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,13.3,13.3,82,1,0,NA,0,NA,1,NA,NA,2,1,NA,3,3,2,1,1,1,1,NA,2,2,0,1,10,10,1,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2169936",2302705,1,1,2,184,2,2,5,10,2,10,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,2,0,1,1,0,3,3,1,1,1,NA,8,8,NA,8,1,2,14,2,2,NA,1,8,NA,24,2,NA,4,1,1,1,2,1,2,1,3,3,1,7,4,3,4,4,4.1,13.2,35,1,0,NA,0,NA,2,NA,4,6,2,NA,4,4,1,2,2,3,1,NA,2,2,3,4,7,7,2,NA,0,0,1,NA,NA,NA,NA,3,3,0,NA
"102680",385395,1,1,2,188,2,1,12,9,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,1,0,2,2,NA,2,1,NA,1,1,NA,2,3,1,15,4,0,NA,1,9,NA,12,NA,NA,7,1,1,5,1,0,1,1,NA,1,4,7,4,3,4,4,2,2,11,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,2,1,1,1,NA,2,1,1,2,7,7,1,NA,0,NA,1,NA,NA,NA,NA,4,4,0,NA
"426615",2295374,1,1,2,184,2,1,8,5,3,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,0,0,0,0,1,3,2,1,1,NA,1,3,NA,3,2,1,12,2,0,1,0,4,NA,52,NA,NA,1,1,1,2,4,0,2,1,NA,3,4,7,4,1,4,4,6,13.3,71,7,0,NA,0,NA,1,1,1,2,1,NA,3,3,1,2,2,3,1,NA,2,1,1,2,4,4,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,8
"261996",2290388,1,1,2,183,2,1,7,5,5,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,0,0,0,0,1,3,1,2,1,NA,3,3,NA,3,2,4,11,3,0,2,0,5,NA,93,3,2,1,1,2,2,2,0,2,1,NA,3,4,7,4,1,4,4,13.4,13.4,92,7,0,NA,0,NA,2,2,1,2,1,NA,4,4,1,1,2,2,1,NA,2,2,5,4,7,7,4,NA,0,2,1,NA,NA,NA,NA,4,4,0,9
"260872",2268486,1,1,2,182,2,1,13,10,4,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,2,1,15,3,2,NA,0,4,NA,52,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,12.1,12.1,71,1,0,8,0,NA,1,NA,NA,2,1,NA,4,4,1,1,2,2,1,NA,2,2,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"428526",361794,1,1,2,187,2,2,10,7,9,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,1,3,3,NA,5,2,NA,1,1,NA,2,1,1,10,2,0,NA,0,3,NA,61,1,NA,4,1,1,1,1,1,1,3,3,3,1,7,4,3,4,4,9.1,9.1,51,1,0,NA,0,NA,1,NA,NA,9,1,NA,3,3,1,1,1,1,1,NA,2,2,4,4,7,7,4,NA,0,NA,3,NA,NA,NA,NA,2,1,1,NA
"1585759",2286010,1,1,2,183,2,1,8,5,4,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,1,1,NA,1,1,NA,3,1,1,15,2,0,NA,0,12,NA,44,NA,NA,1,1,1,2,2,0,6,1,NA,2,2,7,4,3,4,4,7.1,13.3,41,1,0,NA,0,NA,2,NA,1,2,1,NA,4,4,1,2,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1422017",375144,1,1,2,188,2,1,9,6,3,7,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,3,1,1,15,4,0,NA,0,13,NA,23,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,4.1,23,1,0,NA,0,NA,1,NA,NA,2,1,NA,1,1,1,2,2,2,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"2519568",2276772,1,1,2,182,2,2,5,7,9,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,1,0,2,3,6,1,1,NA,7,7,NA,5,1,4,16,2,2,NA,1,7,NA,52,NA,1,4,1,3,1,2,1,2,2,3,1,4,7,4,3,4,4,10,2,71,1,0,NA,0,NA,2,NA,4,6,2,NA,2,2,1,1,2,7,1,NA,2,1,0,1,7,7,2,NA,0,1,3,NA,NA,NA,NA,2,1,0,9
"1405559",2307847,1,1,2,184,2,2,6,2,2,10,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0,0,0,1,3,NA,8,1,NA,1,1,NA,2,1,1,15,2,0,NA,0,13,NA,23,3,NA,4,1,1,1,2,2,9,1,3,3,1,7,4,3,4,4,15,3.2,23,1,0,NA,0,NA,2,NA,13,1,1,NA,1,1,1,1,2,5,1,8,1,2,5,4,4,4,3,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"267554",2319061,1,1,2,190,2,1,12,9,3,10,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,2,1,NA,2,2,NA,6,3,1,15,3,2,NA,0,13,NA,23,NA,NA,7,1,1,5,2,0,2,1,NA,3,1,7,4,3,4,4,3.1,3.1,23,1,0,NA,0,NA,1,NA,NA,2,2,NA,1,1,1,1,2,4,1,NA,2,2,1,2,7,7,2,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"759039",2337648,1,1,2,191,2,1,13,10,4,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,1,0,2,3,1,1,1,NA,1,1,NA,3,2,1,10,1,0,NA,1,6,NA,52,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,12.1,12.1,71,1,1,NA,0,NA,1,NA,NA,2,1,NA,4,4,1,2,2,2,1,NA,2,2,0,1,10,10,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2213732",2320982,1,1,2,190,2,1,8,5,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,1,1,15,3,0,NA,0,15,NA,24,NA,NA,3,1,1,1,2,0,5,1,NA,1,4,7,4,3,4,4,4.1,4.1,35,1,0,NA,0,NA,2,NA,NA,2,1,NA,2,2,1,1,2,4,1,NA,2,2,1,2,2,2,3,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1410985",2281727,1,1,2,182,2,1,8,5,4,6,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,1,2,3,5,1,1,NA,1,1,NA,6,2,1,14,2,0,NA,0,4,NA,32,3,NA,6,1,1,4,2,0,3,1,NA,3,1,7,4,3,4,4,7.3,7.3,32,1,0,NA,0,NA,2,NA,NA,1,1,NA,2,2,1,2,1,3,1,NA,2,2,5,4,10,10,2,NA,0,1,1,NA,NA,NA,NA,3,3,0,NA
"1438233",2284393,1,1,2,183,2,1,8,6,1,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,5,2,1,NA,1,1,NA,3,1,1,12,3,0,NA,0,8,NA,33,NA,NA,1,1,1,2,2,0,3,1,NA,3,1,7,4,3,4,4,4.2,9.1,35,1,0,NA,0,NA,2,NA,1,1,1,NA,3,3,1,2,2,4,1,NA,2,2,1,2,10,10,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"1356622",2331172,1,1,2,191,2,1,9,6,2,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,3,NA,13,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,2,2,11,8,0,NA,0,NA,1,NA,NA,2,2,NA,1,1,1,1,2,4,1,NA,2,2,1,2,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,NA
"262166",2298813,1,1,2,184,2,1,13,14,8,5,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1,0,3,3,1,2,1,NA,1,1,NA,8,2,1,10,3,0,NA,1,15,NA,91,1,NA,7,1,1,5,2,0,6,1,NA,3,1,7,4,3,4,4,12.2,13.2,92,1,0,8,0,NA,1,NA,4,2,1,NA,NA,4,1,1,2,2,1,NA,2,2,4,4,1,1,3,NA,0,0,2,NA,NA,NA,NA,1,2,0,NA
"268272",2338622,1,1,2,191,2,1,7,8,5,10,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,2,0,0,0,0,1,3,1,2,1,NA,1,1,NA,5,2,2,15,3,0,NA,0,8,NA,74,NA,NA,4,1,1,1,5,0,2,1,NA,3,1,7,4,3,4,4,7.4,7.2,52,1,0,9,0,NA,2,NA,4,2,1,NA,4,4,1,1,2,4,1,NA,2,2,1,2,7,7,1,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2142644",2288280,1,1,2,183,2,1,10,7,2,7,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,0,0,2,3,1,1,1,NA,1,1,NA,3,3,1,14,2,1,NA,0,6,NA,51,2,NA,3,1,1,1,2,0,3,1,NA,3,1,7,4,3,4,4,13.1,13.1,92,1,0,NA,0,NA,1,NA,NA,1,1,NA,4,4,1,2,2,2,1,NA,2,2,3,4,5,5,4,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"1836982",342288,1,1,2,185,2,1,4,7,1,10,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,3,8,1,NA,1,1,NA,4,1,1,14,1,0,NA,0,4,NA,52,NA,NA,4,1,1,1,2,0,2,1,NA,3,1,7,4,3,4,4,15,12.2,71,1,0,NA,0,NA,2,NA,4,2,1,NA,3,3,1,2,2,6,1,1,1,2,1,2,10,10,3,NA,3,2,1,NA,NA,NA,NA,3,3,0,NA
"1869711",2294202,1,1,2,184,2,1,9,6,2,2,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,0,0,2,3,NA,2,1,NA,1,1,NA,2,1,1,11,3,0,NA,0,6,NA,14,2,NA,4,1,1,1,1,0,1,1,NA,3,1,7,4,3,4,4,5,5,54,1,0,NA,0,NA,1,NA,NA,1,1,NA,3,3,1,1,1,1,1,NA,2,1,3,4,4,4,4,NA,0,NA,1,NA,NA,NA,NA,3,3,0,NA
"2443240",2296500,1,1,2,184,2,1,7,5,3,9,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,4,1,1,NA,9,9,NA,3,3,2,11,2,0,NA,0,6,NA,34,NA,2,1,1,9,2,2,0,2,1,NA,3,1,7,4,3,4,4,10,4.3,54,1,0,NA,0,NA,2,NA,1,2,2,NA,1,1,1,1,2,5,1,NA,2,1,0,1,7,7,2,NA,0,2,1,NA,NA,NA,NA,3,3,0,7
"2284954",395112,1,1,2,189,2,2,8,5,4,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,2,2,1,NA,1,1,NA,3,2,1,15,3,0,NA,0,13,NA,44,NA,NA,1,1,1,2,2,1,3,1,3,1,4,7,4,3,4,4,7.1,7.1,41,1,0,NA,0,NA,1,NA,NA,1,1,NA,2,2,1,1,2,3,1,NA,2,2,1,2,3,3,2,NA,0,2,1,NA,NA,NA,NA,4,4,0,NA
"1084963",385603,1,1,2,188,2,1,12,9,2,7,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,1,0,3,3,1,2,1,NA,1,1,NA,3,2,1,13,3,1,NA,1,2,NA,43,1,NA,1,1,1,2,2,0,2,1,NA,2,2,7,4,3,4,4,12.6,12.6,41,1,0,NA,0,NA,1,NA,NA,2,1,NA,2,2,1,1,2,2,1,NA,2,2,4,4,7,7,3,NA,0,1,1,NA,NA,NA,NA,4,4,0,NA
"2224470",2311240,1,1,2,184,2,1,6,4,1,7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,2,0,0,0,0,1,3,1,2,1,NA,6,6,NA,3,1,4,15,3,0,5,0,7,NA,42,3,1,3,1,9,2,2,0,2,1,NA,3,4,7,4,1,4,4,7.2,4.1,72,7,0,NA,0,NA,2,5,3,4,2,NA,2,2,1,2,2,2,1,NA,2,2,5,4,10,10,4,NA,0,2,1,NA,NA,NA,NA,3,3,0,10
"2180952",381369,1,1,2,188,2,1,7,4,8,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,1,3,4,2,1,NA,1,1,NA,3,2,1,14,4,0,NA,0,2,NA,21,NA,NA,1,1,1,2,2,0,2,1,NA,3,1,7,4,3,4,4,4.1,4.1,24,1,0,NA,0,NA,2,NA,NA,2,2,NA,2,2,1,1,2,4,1,NA,2,2,1,2,7,1,3,NA,0,2,2,NA,NA,NA,NA,1,2,0,NA
